word,freq,pct_rank
loquats,0.591,0.541
loral,0.383,0.422
loran,0.383,0.422
lorans,1.0,0.79
lorazepam,0.22,0.257
lorazepams,0.419,0.446
lord,0.095,0.012
lorded,0.254,0.302
lording,0.178,0.187
lordings,1.0,0.79
lordless,1.0,0.79
lordlier,1.0,0.79
lordliest,1.0,0.79
lordlike,1.0,0.79
lordliness,1.0,0.79
lordlinesses,1.0,0.79
lordling,0.477,0.481
lordlings,0.591,0.541
lordly,0.261,0.311
lordoma,1.0,0.79
lordomas,1.0,0.79
lordoses,1.0,0.79
lordosis,0.358,0.403
lordotic,1.0,0.79
lords,0.12,0.054
lordship,0.212,0.247
lordships,0.325,0.375
lore,0.14,0.101
loreal,0.25,0.298
lores,0.229,0.271
lorgnette,1.0,0.79
lorgnettes,1.0,0.79
lorgnon,1.0,0.79
lorgnons,1.0,0.79
lorica,1.0,0.79
loricae,1.0,0.79
loricate,1.0,0.79
loricated,1.0,0.79
loricates,1.0,0.79
lories,0.477,0.481
lorikeet,0.477,0.481
lorikeets,0.383,0.422
lorimer,0.313,0.364
lorimers,1.0,0.79
loriner,1.0,0.79
loriners,1.0,0.79
loris,0.189,0.208
lorises,0.257,0.306
lorn,0.358,0.403
lornness,1.0,0.79
lornnesses,1.0,0.79
lorries,0.209,0.242
lorry,0.173,0.177
lory,0.239,0.285
losable,0.339,0.388
losableness,1.0,0.79
losablenesses,1.0,0.79
lose,0.085,0.004
losel,1.0,0.79
losels,1.0,0.79
loser,0.103,0.022
losers,0.107,0.029
loses,0.101,0.019
losing,0.091,0.008
losingly,1.0,0.79
losings,0.339,0.388
loss,0.091,0.008
losses,0.102,0.021
lossless,0.134,0.086
lossy,0.139,0.098
lost,0.083,0.003
lostness,0.477,0.481
lostnesses,1.0,0.79
lot,0.074,0.001
lota,0.303,0.355
lotah,1.0,0.79
lotahs,1.0,0.79
lotas,1.0,0.79
loth,0.281,0.332
lothario,0.339,0.388
lotharios,0.477,0.481
lothsome,1.0,0.79
loti,0.244,0.291
lotic,1.0,0.79
lotion,0.131,0.079
lotions,0.189,0.208
lotos,0.591,0.541
lotoses,1.0,0.79
lots,0.084,0.004
lotte,0.339,0.388
lotted,0.591,0.541
lotter,0.383,0.422
lotteries,0.155,0.137
lotters,1.0,0.79
lottery,0.108,0.031
lottes,1.0,0.79
lotting,0.477,0.481
lotto,0.138,0.096
lottos,0.281,0.332
lotus,0.129,0.074
lotuses,0.313,0.364
lotusland,0.591,0.541
lotuslands,1.0,0.79
louche,0.477,0.481
loud,0.095,0.012
louden,0.339,0.388
loudened,0.591,0.541
loudening,1.0,0.79
loudens,1.0,0.79
louder,0.115,0.044
loudest,0.129,0.074
loudish,0.477,0.481
loudlier,1.0,0.79
loudliest,1.0,0.79
loudly,0.113,0.04
loudmouth,0.156,0.139
loudmouthed,0.162,0.153
loudmouths,0.183,0.197
loudness,0.152,0.13
loudnesses,1.0,0.79
loudspeaker,0.175,0.181
loudspeakers,0.177,0.185
lough,0.287,0.339
loughs,0.591,0.541
louie,0.157,0.142
louies,0.591,0.541
louis,0.113,0.04
louma,1.0,0.79
loumas,1.0,0.79
lounge,0.135,0.088
lounged,0.303,0.355
lounger,0.383,0.422
loungers,0.383,0.422
lounges,0.188,0.206
loungewear,0.591,0.541
loungewears,1.0,0.79
lounging,0.169,0.168
loungy,0.591,0.541
loup,0.303,0.355
loupe,0.244,0.291
louped,1.0,0.79
loupen,1.0,0.79
loupes,0.477,0.481
louping,1.0,0.79
loups,0.477,0.481
lour,0.419,0.446
loured,1.0,0.79
louring,1.0,0.79
lours,1.0,0.79
loury,0.591,0.541
louse,0.217,0.254
loused,0.591,0.541
louses,0.383,0.422
lousewort,1.0,0.79
louseworts,1.0,0.79
lousier,0.383,0.422
lousiest,0.25,0.298
lousily,0.477,0.481
lousiness,0.477,0.481
lousinesses,1.0,0.79
lousing,1.0,0.79
lousy,0.112,0.038
lout,0.185,0.201
louted,1.0,0.79
louting,0.591,0.541
loutish,0.247,0.295
loutishly,1.0,0.79
loutishness,0.477,0.481
loutishnesses,1.0,0.79
louts,0.213,0.248
louver,1.0,0.79
louvered,0.477,0.481
louvers,0.383,0.422
louvre,0.179,0.189
louvred,1.0,0.79
louvres,0.591,0.541
lovabilities,1.0,0.79
lovability,0.477,0.481
lovable,0.146,0.116
lovableness,0.591,0.541
lovablenesses,1.0,0.79
lovably,0.27,0.321
lovage,0.254,0.302
lovages,1.0,0.79
lovastatin,0.383,0.422
lovastatins,1.0,0.79
lovat,0.591,0.541
lovats,1.0,0.79
love,0.076,0.001
loveable,0.186,0.203
loveably,1.0,0.79
lovebird,0.339,0.388
lovebirds,0.257,0.306
lovebug,0.383,0.422
lovebugs,0.591,0.541
loved,0.092,0.009
lovefest,0.169,0.168
lovefests,0.358,0.403
loveless,0.161,0.151
lovelessly,1.0,0.79
lovelessness,0.591,0.541
lovelessnesses,1.0,0.79
lovelier,0.281,0.332
lovelies,0.25,0.298
loveliest,0.281,0.332
lovelily,1.0,0.79
loveliness,0.235,0.279
lovelinesses,1.0,0.79
lovelock,0.198,0.224
lovelocks,1.0,0.79
lovelorn,0.313,0.364
lovelornness,1.0,0.79
lovelornnesses,1.0,0.79
lovely,0.105,0.026
lovemaker,1.0,0.79
lovemakers,0.591,0.541
lovemaking,0.181,0.193
lovemakings,1.0,0.79
lover,0.113,0.04
loverly,0.254,0.302
lovers,0.117,0.048
loves,0.096,0.013
loveseat,0.275,0.326
loveseats,0.591,0.541
lovesick,0.242,0.288
lovesickness,1.0,0.79
lovesicknesses,1.0,0.79
lovesome,1.0,0.79
lovevine,1.0,0.79
lovevines,1.0,0.79
loving,0.101,0.019
lovingly,0.148,0.121
lovingness,0.477,0.481
lovingnesses,1.0,0.79
low,0.084,0.004
lowball,0.178,0.187
lowballed,0.233,0.276
lowballing,0.217,0.254
lowballs,0.339,0.388
lowborn,1.0,0.79
lowboy,0.591,0.541
lowboys,1.0,0.79
lowbred,1.0,0.79
lowbrow,0.152,0.13
lowbrowed,0.591,0.541
lowbrows,0.339,0.388
lowdown,0.175,0.181
lowdowns,1.0,0.79
lowe,0.161,0.151
lowed,0.383,0.422
lower,0.086,0.005
lowercase,0.131,0.079
lowercased,0.261,0.311
lowercases,0.591,0.541
lowercasing,0.287,0.339
lowered,0.113,0.04
lowering,0.11,0.034
lowermost,0.383,0.422
lowers,0.123,0.061
lowery,0.237,0.282
lowes,0.162,0.153
lowest,0.102,0.021
lowing,0.227,0.268
lowings,1.0,0.79
lowish,0.231,0.273
lowland,0.235,0.279
lowlander,0.477,0.481
lowlanders,0.383,0.422
lowlands,0.217,0.254
lowlier,1.0,0.79
lowliest,0.196,0.22
lowlife,0.152,0.13
lowlifer,1.0,0.79
lowlifers,1.0,0.79
lowlifes,0.174,0.179
lowlight,0.185,0.201
lowlights,0.313,0.364
lowlihead,1.0,0.79
lowliheads,1.0,0.79
lowlily,1.0,0.79
lowliness,0.591,0.541
lowlinesses,1.0,0.79
lowlives,0.25,0.298
lowly,0.132,0.081
lown,0.477,0.481
lowness,0.419,0.446
lownesses,1.0,0.79
lowrider,0.227,0.268
lowriders,0.294,0.347
lows,0.134,0.086
lowse,1.0,0.79
lox,0.185,0.201
loxed,0.591,0.541
loxes,1.0,0.79
loxing,1.0,0.79
loxodrome,1.0,0.79
loxodromes,0.591,0.541
loyal,0.113,0.04
loyaler,1.0,0.79
loyalest,1.0,0.79
loyalism,0.358,0.403
loyalisms,1.0,0.79
loyalist,0.169,0.168
loyalists,0.15,0.126
loyally,0.233,0.276
loyalties,0.146,0.116
loyalty,0.111,0.036
lozenge,0.233,0.276
lozenges,0.203,0.232
luau,0.27,0.321
luaus,1.0,0.79
lubber,0.287,0.339
lubberliness,1.0,0.79
lubberlinesses,1.0,0.79
lubberly,1.0,0.79
lubbers,0.294,0.347
lube,0.12,0.054
lubed,0.185,0.201
lubes,0.214,0.25
lubing,0.224,0.264
lubric,1.0,0.79
lubrical,1.0,0.79
lubricant,0.143,0.108
lubricants,0.171,0.173
lubricate,0.178,0.187
lubricated,0.172,0.175
lubricates,0.237,0.282
lubricating,0.208,0.24
lubrication,0.153,0.132
lubrications,1.0,0.79
lubricative,0.477,0.481
lubricator,0.591,0.541
lubricators,1.0,0.79
lubricious,0.419,0.446
lubriciously,1.0,0.79
lubricities,1.0,0.79
lubricity,0.358,0.403
lubricous,0.591,0.541
lucarne,1.0,0.79
lucarnes,1.0,0.79
luce,0.193,0.215
lucence,0.477,0.481
lucences,1.0,0.79
lucencies,1.0,0.79
lucency,1.0,0.79
lucent,0.189,0.208
lucently,1.0,0.79
lucern,1.0,0.79
lucerne,0.265,0.316
lucernes,1.0,0.79
lucerns,1.0,0.79
luces,0.419,0.446
lucid,0.123,0.061
lucidities,1.0,0.79
lucidity,0.178,0.187
lucidly,0.203,0.232
lucidness,0.591,0.541
lucidnesses,1.0,0.79
lucifer,0.137,0.094
luciferase,0.477,0.481
luciferases,1.0,0.79
luciferin,0.383,0.422
luciferins,1.0,0.79
luciferous,0.591,0.541
lucifers,0.358,0.403
lucite,0.281,0.332
lucites,1.0,0.79
luck,0.089,0.007
lucked,0.158,0.144
luckie,0.477,0.481
luckier,0.163,0.155
luckies,0.339,0.388
luckiest,0.16,0.149
luckily,0.104,0.024
luckiness,0.419,0.446
luckinesses,1.0,0.79
lucking,0.242,0.288
luckless,0.287,0.339
lucks,0.257,0.306
lucky,0.092,0.009
lucrative,0.119,0.052
lucratively,0.358,0.403
lucrativeness,1.0,0.79
lucrativenesses,1.0,0.79
lucre,0.208,0.24
lucres,1.0,0.79
lucubrate,1.0,0.79
lucubrated,1.0,0.79
lucubrates,1.0,0.79
lucubrating,1.0,0.79
lucubration,1.0,0.79
lucubrations,0.419,0.446
luculent,1.0,0.79
luculently,1.0,0.79
lude,0.239,0.285
ludes,0.275,0.326
ludic,0.325,0.375
ludicrous,0.11,0.034
ludicrously,0.148,0.121
ludicrousness,0.218,0.255
ludicrousnesses,1.0,0.79
lues,1.0,0.79
luetic,1.0,0.79
luetics,1.0,0.79
luff,0.358,0.403
luffa,0.281,0.332
luffas,1.0,0.79
luffed,1.0,0.79
luffing,0.419,0.446
luffs,0.358,0.403
luftmensch,0.591,0.541
luftmenschen,1.0,0.79
lug,0.148,0.121
luge,0.212,0.247
luged,1.0,0.79
lugeing,0.591,0.541
luger,0.199,0.225
lugers,0.325,0.375
luges,0.591,0.541
luggage,0.119,0.052
luggages,0.313,0.364
lugged,0.216,0.252
lugger,1.0,0.79
luggers,1.0,0.79
luggie,1.0,0.79
luggies,0.591,0.541
lugging,0.161,0.151
luging,1.0,0.79
lugs,0.201,0.229
lugsail,1.0,0.79
lugsails,1.0,0.79
lugubrious,0.27,0.321
lugubriously,0.591,0.541
lugubriousness,0.591,0.541
lugworm,1.0,0.79
lugworms,0.591,0.541
lukewarm,0.149,0.123
lukewarmly,1.0,0.79
lukewarmness,0.591,0.541
lukewarmnesses,1.0,0.79
lull,0.15,0.126
lullabied,1.0,0.79
lullabies,0.254,0.302
lullaby,0.179,0.189
lullabying,1.0,0.79
lulled,0.167,0.164
luller,1.0,0.79
lullers,1.0,0.79
lulling,0.198,0.224
lulls,0.188,0.206
lulu,0.173,0.177
lulus,0.419,0.446
lum,0.247,0.295
luma,0.257,0.306
lumas,0.591,0.541
lumbago,0.383,0.422
lumbagos,0.591,0.541
lumbar,0.195,0.219
lumbars,1.0,0.79
lumber,0.131,0.079
lumbered,0.257,0.306
lumberer,1.0,0.79
lumberers,1.0,0.79
lumbering,0.173,0.177
lumberings,1.0,0.79
lumberjack,0.157,0.142
lumberjacks,0.177,0.185
lumberly,1.0,0.79
lumberman,1.0,0.79
lumbermen,0.419,0.446
lumbers,0.313,0.364
lumberyard,0.275,0.326
lumberyards,0.383,0.422
lumbosacral,1.0,0.79
lumbrical,0.591,0.541
lumbricals,1.0,0.79
lumen,0.192,0.213
lumenal,0.591,0.541
lumens,0.178,0.187
lumina,0.218,0.255
luminaire,0.419,0.446
luminaires,0.477,0.481
luminal,0.419,0.446
luminance,0.21,0.243
luminances,1.0,0.79
luminaria,1.0,0.79
luminarias,0.591,0.541
luminaries,0.183,0.197
luminary,0.222,0.262
luminesce,0.591,0.541
luminesced,1.0,0.79
luminescence,0.265,0.316
luminescences,1.0,0.79
luminescent,0.254,0.302
luminesces,1.0,0.79
luminescing,1.0,0.79
luminiferous,0.2,0.227
luminism,1.0,0.79
luminisms,1.0,0.79
luminist,1.0,0.79
luminists,1.0,0.79
luminosities,0.313,0.364
luminosity,0.187,0.204
luminous,0.173,0.177
luminously,1.0,0.79
luminousness,1.0,0.79
luminousnesses,1.0,0.79
lummox,0.419,0.446
lummoxes,0.419,0.446
lump,0.113,0.04
lumpectomies,0.591,0.541
lumpectomy,0.358,0.403
lumped,0.127,0.07
lumpen,0.244,0.291
lumpens,0.477,0.481
lumper,0.591,0.541
lumpers,0.419,0.446
lumpfish,0.25,0.298
lumpfishes,1.0,0.79
lumpier,0.358,0.403
lumpiest,1.0,0.79
lumpily,1.0,0.79
lumpiness,0.419,0.446
lumpinesses,1.0,0.79
lumping,0.13,0.077
lumpingly,1.0,0.79
lumpish,0.591,0.541
lumpishly,0.591,0.541
lumpishness,1.0,0.79
lumpishnesses,1.0,0.79
lumps,0.137,0.094
lumpy,0.163,0.155
lums,1.0,0.79
luna,0.154,0.135
lunacies,0.265,0.316
lunacy,0.128,0.072
lunar,0.128,0.072
lunarian,0.477,0.481
lunarians,0.477,0.481
lunars,0.383,0.422
lunas,0.313,0.364
lunate,0.591,0.541
lunated,1.0,0.79
lunately,1.0,0.79
lunatic,0.115,0.044
lunatics,0.127,0.07
lunation,0.591,0.541
lunations,1.0,0.79
lunch,0.099,0.017
lunchbox,0.17,0.171
lunchboxes,0.265,0.316
lunched,0.27,0.321
luncheon,0.186,0.203
luncheonette,0.477,0.481
luncheonettes,1.0,0.79
luncheons,0.261,0.311
luncher,1.0,0.79
lunchers,0.477,0.481
lunches,0.134,0.086
lunching,0.261,0.311
lunchmeat,0.237,0.282
lunchmeats,0.477,0.481
lunchroom,0.2,0.227
lunchrooms,0.339,0.388
lunchtime,0.15,0.126
lunchtimes,0.303,0.355
lune,0.2,0.227
lunes,0.287,0.339
lunet,1.0,0.79
lunets,1.0,0.79
lunette,0.477,0.481
lunettes,0.419,0.446
lung,0.112,0.038
lungan,1.0,0.79
lungans,1.0,0.79
lunge,0.182,0.195
lunged,0.189,0.208
lungee,1.0,0.79
lungees,1.0,0.79
lunger,0.419,0.446
lungers,0.477,0.481
lunges,0.193,0.215
lungfish,0.261,0.311
lungfishes,1.0,0.79
lungful,0.237,0.282
lungfuls,0.325,0.375
lungi,1.0,0.79
lunging,0.2,0.227
lungis,1.0,0.79
lungs,0.109,0.032
lungworm,1.0,0.79
lungworms,1.0,0.79
lungwort,1.0,0.79
lungworts,1.0,0.79
lungyi,1.0,0.79
lungyis,1.0,0.79
lunier,1.0,0.79
lunies,0.358,0.403
luniest,1.0,0.79
lunisolar,0.477,0.481
lunitidal,1.0,0.79
lunk,0.339,0.388
lunker,1.0,0.79
lunkers,1.0,0.79
lunkhead,0.275,0.326
lunkheaded,0.419,0.446
lunkheads,0.281,0.332
lunks,0.591,0.541
lunt,0.358,0.403
lunted,1.0,0.79
lunting,1.0,0.79
lunts,0.591,0.541
lunula,0.591,0.541
lunulae,1.0,0.79
lunular,1.0,0.79
lunulate,1.0,0.79
lunulated,1.0,0.79
lunule,1.0,0.79
lunules,1.0,0.79
luny,0.358,0.403
lupanar,1.0,0.79
lupanars,1.0,0.79
lupin,0.216,0.252
lupine,0.27,0.321
lupines,0.477,0.481
lupins,0.419,0.446
lupous,1.0,0.79
lupulin,1.0,0.79
lupulins,1.0,0.79
lupus,0.124,0.063
lupuses,1.0,0.79
lurch,0.17,0.171
lurched,0.224,0.264
lurcher,0.477,0.481
lurchers,0.477,0.481
lurches,0.222,0.262
lurching,0.207,0.239
lurdan,1.0,0.79
lurdane,1.0,0.79
lurdanes,1.0,0.79
lurdans,1.0,0.79
lure,0.128,0.072
lured,0.145,0.113
lurer,0.591,0.541
lurers,1.0,0.79
lures,0.183,0.197
lurex,1.0,0.79
lurexes,1.0,0.79
lurid,0.174,0.179
luridly,0.358,0.403
luridness,0.591,0.541
luridnesses,1.0,0.79
luring,0.164,0.158
luringly,1.0,0.79
lurk,0.129,0.074
lurked,0.163,0.155
lurker,0.158,0.144
lurkers,0.165,0.16
lurking,0.125,0.065
lurkingly,1.0,0.79
lurks,0.161,0.151
luscious,0.172,0.175
lusciously,0.358,0.403
lusciousness,0.477,0.481
lusciousnesses,1.0,0.79
lush,0.144,0.111
lushed,1.0,0.79
lusher,0.477,0.481
lushes,0.383,0.422
lushest,0.383,0.422
lushing,1.0,0.79
lushly,0.477,0.481
lushness,0.383,0.422
lushnesses,1.0,0.79
lust,0.118,0.05
lusted,0.187,0.204
luster,0.164,0.158
lustered,1.0,0.79
lustering,1.0,0.79
lusterless,1.0,0.79
lusters,0.477,0.481
lusterware,1.0,0.79
lusterwares,1.0,0.79
lustful,0.179,0.189
lustfully,0.22,0.257
lustfulness,0.591,0.541
lustfulnesses,1.0,0.79
lustier,1.0,0.79
lustiest,1.0,0.79
lustihood,1.0,0.79
lustihoods,1.0,0.79
lustily,0.358,0.403
lustiness,1.0,0.79
lustinesses,1.0,0.79
lusting,0.162,0.153
lustra,0.591,0.541
lustral,1.0,0.79
lustrate,1.0,0.79
lustrated,1.0,0.79
lustrates,1.0,0.79
lustrating,1.0,0.79
lustration,1.0,0.79
lustrations,1.0,0.79
lustre,0.221,0.26
lustred,1.0,0.79
lustres,0.591,0.541
lustring,1.0,0.79
lustrings,1.0,0.79
lustrous,0.239,0.285
lustrously,1.0,0.79
lustrousness,1.0,0.79
lustrousnesses,1.0,0.79
lustrum,1.0,0.79
lustrums,1.0,0.79
lusts,0.181,0.193
lusty,0.2,0.227
lusus,0.591,0.541
lususes,1.0,0.79
lutanist,1.0,0.79
lutanists,1.0,0.79
lute,0.201,0.229
lutea,1.0,0.79
luteal,0.339,0.388
lutecium,1.0,0.79
luteciums,1.0,0.79
luted,1.0,0.79
lutefisk,0.192,0.213
lutefisks,1.0,0.79
lutein,0.383,0.422
luteinization,1.0,0.79
luteinizations,1.0,0.79
luteinize,1.0,0.79
luteinized,1.0,0.79
luteinizes,1.0,0.79
luteinizing,0.358,0.403
luteins,1.0,0.79
lutenist,0.591,0.541
lutenists,1.0,0.79
luteolin,1.0,0.79
luteolins,1.0,0.79
luteotrophic,1.0,0.79
luteotrophin,1.0,0.79
luteotrophins,1.0,0.79
luteotropic,1.0,0.79
luteotropin,1.0,0.79
luteotropins,1.0,0.79
luteous,1.0,0.79
lutes,0.383,0.422
lutestring,1.0,0.79
lutestrings,1.0,0.79
lutetium,0.257,0.306
lutetiums,1.0,0.79
luteum,0.419,0.446
lutfisk,0.303,0.355
lutfisks,1.0,0.79
luthern,0.477,0.481
lutherns,1.0,0.79
luthier,0.265,0.316
luthiers,0.313,0.364
luting,1.0,0.79
lutings,1.0,0.79
lutist,1.0,0.79
lutists,1.0,0.79
lutz,0.163,0.155
lutzes,1.0,0.79
luv,0.147,0.118
luvs,0.22,0.257
lux,0.175,0.181
luxate,1.0,0.79
luxated,1.0,0.79
luxates,1.0,0.79
luxating,1.0,0.79
luxation,0.591,0.541
luxations,1.0,0.79
luxe,0.237,0.282
luxes,1.0,0.79
luxuriance,1.0,0.79
luxuriances,1.0,0.79
luxuriant,0.261,0.311
luxuriantly,1.0,0.79
luxuriate,0.339,0.388
luxuriated,0.591,0.541
luxuriates,0.591,0.541
luxuriating,0.313,0.364
luxuries,0.128,0.072
luxurious,0.14,0.101
luxuriously,0.231,0.273
luxuriousness,0.591,0.541
luxuriousnesses,1.0,0.79
luxury,0.105,0.026
lwei,1.0,0.79
lweis,1.0,0.79
lyard,1.0,0.79
lyart,1.0,0.79
lyase,1.0,0.79
lyases,1.0,0.79
lycanthropies,1.0,0.79
lycanthropy,0.339,0.388
lycea,0.591,0.541
lycee,1.0,0.79
lycees,1.0,0.79
lyceum,0.383,0.422
lyceums,0.591,0.541
lych,0.419,0.446
lychee,0.239,0.285
lychees,0.239,0.285
lyches,1.0,0.79
lychnis,1.0,0.79
lychnises,1.0,0.79
lycopene,0.254,0.302
lycopenes,1.0,0.79
lycopod,1.0,0.79
lycopodium,0.358,0.403
lycopodiums,1.0,0.79
lycopods,1.0,0.79
lycra,0.195,0.219
lycras,1.0,0.79
lyddite,1.0,0.79
lyddites,1.0,0.79
lye,0.148,0.121
lyes,0.419,0.446
lying,0.09,0.008
lyingly,0.477,0.481
lyings,0.591,0.541
lymph,0.185,0.201
lymphadenitis,1.0,0.79
lymphadenitises,1.0,0.79
lymphadenopathy,0.477,0.481
lymphangiogram,1.0,0.79
lymphangiograms,1.0,0.79
lymphatic,0.2,0.227
lymphatically,1.0,0.79
lymphatics,0.383,0.422
lymphoblast,1.0,0.79
lymphoblastic,0.358,0.403
lymphoblasts,1.0,0.79
lymphocyte,0.325,0.375
lymphocytes,0.242,0.288
lymphocytic,0.339,0.388
lymphocytoses,1.0,0.79
lymphocytosis,1.0,0.79
lymphogram,1.0,0.79
lymphograms,1.0,0.79
lymphogranuloma,1.0,0.79
lymphographic,1.0,0.79
lymphographies,1.0,0.79
lymphography,1.0,0.79
lymphoid,0.313,0.364
lymphokine,1.0,0.79
lymphokines,1.0,0.79
lymphoma,0.174,0.179
lymphomas,0.303,0.355
lymphomata,1.0,0.79
lymphomatoses,1.0,0.79
lymphomatosis,1.0,0.79
lymphomatous,1.0,0.79
lymphosarcoma,1.0,0.79
lymphosarcomas,1.0,0.79
lymphosarcomata,1.0,0.79
lymphs,1.0,0.79
lyncean,1.0,0.79
lynch,0.114,0.042
lynched,0.139,0.098
lyncher,1.0,0.79
lynchers,0.294,0.347
lynches,0.275,0.326
lynching,0.132,0.081
lynchings,0.153,0.132
lynchpin,0.198,0.224
lynchpins,0.358,0.403
lynx,0.13,0.077
lynxes,0.313,0.364
lyonnaise,0.419,0.446
lyophile,1.0,0.79
lyophiled,1.0,0.79
lyophilic,1.0,0.79
lyophilise,1.0,0.79
lyophilised,1.0,0.79
lyophilises,1.0,0.79
lyophilising,1.0,0.79
lyophilization,1.0,0.79
lyophilizations,1.0,0.79
lyophilize,0.591,0.541
lyophilized,1.0,0.79
lyophilizer,0.591,0.541
lyophilizers,1.0,0.79
lyophilizes,1.0,0.79
lyophilizing,1.0,0.79
lyophobic,1.0,0.79
lyrate,1.0,0.79
lyrated,1.0,0.79
lyrately,1.0,0.79
lyre,0.224,0.264
lyrebird,0.242,0.288
lyrebirds,0.325,0.375
lyres,0.325,0.375
lyric,0.142,0.106
lyrical,0.149,0.123
lyrically,0.185,0.201
lyricalness,1.0,0.79
lyricalnesses,1.0,0.79
lyricise,1.0,0.79
lyricised,1.0,0.79
lyricises,1.0,0.79
lyricising,1.0,0.79
lyricism,0.237,0.282
lyricisms,1.0,0.79
lyricist,0.186,0.203
lyricists,0.218,0.255
lyricize,0.591,0.541
lyricized,1.0,0.79
lyricizes,1.0,0.79
lyricizing,1.0,0.79
lyricon,1.0,0.79
lyricons,1.0,0.79
lyrics,0.105,0.026
lyriform,1.0,0.79
lyrism,1.0,0.79
lyrisms,1.0,0.79
lyrist,1.0,0.79
lyrists,1.0,0.79
lysate,0.419,0.446
lysates,0.477,0.481
lyse,0.281,0.332
lysed,0.477,0.481
lyses,0.591,0.541
lysimeter,1.0,0.79
lysimeters,1.0,0.79
lysimetric,1.0,0.79
lysin,1.0,0.79
lysine,0.192,0.213
lysines,1.0,0.79
lysing,0.591,0.541
lysins,1.0,0.79
lysis,0.419,0.446
lysogen,1.0,0.79
lysogenic,0.477,0.481
lysogenicities,1.0,0.79
lysogenicity,1.0,0.79
lysogenies,1.0,0.79
lysogenise,1.0,0.79
lysogenised,1.0,0.79
lysogenises,1.0,0.79
lysogenising,1.0,0.79
lysogenization,1.0,0.79
lysogenizations,1.0,0.79
lysogenize,1.0,0.79
lysogenized,1.0,0.79
lysogenizes,1.0,0.79
lysogenizing,1.0,0.79
lysogens,1.0,0.79
lysogeny,1.0,0.79
lysolecithin,1.0,0.79
lysolecithins,1.0,0.79
lysosomal,1.0,0.79
lysosome,1.0,0.79
lysosomes,0.325,0.375
lysozyme,0.303,0.355
lysozymes,1.0,0.79
lyssa,0.477,0.481
lyssas,1.0,0.79
lytic,0.419,0.446
lytically,1.0,0.79
lytta,1.0,0.79
lyttae,1.0,0.79
lyttas,1.0,0.79
ma,0.108,0.031
maar,0.222,0.262
maars,0.477,0.481
mabe,0.208,0.24
mabes,1.0,0.79
mac,0.088,0.006
macaber,1.0,0.79
macabre,0.161,0.151
macabrely,1.0,0.79
macaco,1.0,0.79
macacos,0.591,0.541
macadam,0.339,0.388
macadamia,0.222,0.262
macadamias,0.419,0.446
macadamize,1.0,0.79
macadamized,0.591,0.541
macadamizes,1.0,0.79
macadamizing,1.0,0.79
macadams,0.591,0.541
macaque,0.213,0.248
macaques,0.207,0.239
macaroni,0.144,0.111
macaronic,0.591,0.541
macaronics,1.0,0.79
macaronies,0.591,0.541
macaronis,0.591,0.541
macaroon,0.419,0.446
macaroons,0.358,0.403
macaw,0.235,0.279
macaws,0.313,0.364
maccabaw,1.0,0.79
maccabaws,1.0,0.79
maccaboy,1.0,0.79
maccaboys,1.0,0.79
macchia,0.477,0.481
macchie,0.591,0.541
maccoboy,1.0,0.79
maccoboys,1.0,0.79
mace,0.133,0.083
maced,0.17,0.171
macedoine,1.0,0.79
macedoines,1.0,0.79
macer,0.419,0.446
macerate,0.591,0.541
macerated,0.339,0.388
macerater,1.0,0.79
maceraters,1.0,0.79
macerates,1.0,0.79
macerating,1.0,0.79
maceration,0.383,0.422
macerations,1.0,0.79
macerator,0.287,0.339
macerators,0.591,0.541
macers,0.477,0.481
maces,0.247,0.295
mach,0.136,0.091
mache,0.195,0.219
maches,0.358,0.403
machete,0.141,0.103
machetes,0.156,0.139
machicolated,1.0,0.79
machicolation,1.0,0.79
machicolations,1.0,0.79
machinabilities,0.591,0.541
machinability,1.0,0.79
machinable,0.477,0.481
machinate,1.0,0.79
machinated,0.591,0.541
machinates,1.0,0.79
machinating,0.358,0.403
machination,0.233,0.276
machinations,0.147,0.118
machinator,0.591,0.541
machinators,1.0,0.79
machine,0.086,0.005
machineability,1.0,0.79
machineable,1.0,0.79
machined,0.185,0.201
machinelike,0.247,0.295
machineries,0.287,0.339
machinery,0.118,0.05
machines,0.092,0.009
machining,0.169,0.168
machinist,0.156,0.139
machinists,0.2,0.227
machismo,0.163,0.155
machismos,1.0,0.79
macho,0.128,0.072
machoism,0.303,0.355
machoisms,1.0,0.79
machos,0.265,0.316
machree,1.0,0.79
machrees,1.0,0.79
machs,0.339,0.388
machzor,1.0,0.79
machzorim,1.0,0.79
machzors,1.0,0.79
macing,0.226,0.266
macintosh,0.135,0.088
macintoshes,0.214,0.25
mack,0.146,0.116
mackerel,0.178,0.187
mackerels,0.591,0.541
mackinaw,0.339,0.388
mackinaws,1.0,0.79
mackintosh,0.325,0.375
mackintoshes,1.0,0.79
mackle,1.0,0.79
mackled,1.0,0.79
mackles,1.0,0.79
mackling,1.0,0.79
macks,0.383,0.422
macle,1.0,0.79
macled,1.0,0.79
macles,0.591,0.541
macon,0.206,0.237
macons,1.0,0.79
macrame,0.281,0.332
macrames,1.0,0.79
macro,0.11,0.034
macroaggregate,1.0,0.79
macroaggregated,1.0,0.79
macroaggregates,1.0,0.79
macrobiotic,0.227,0.268
macrocosm,0.221,0.26
macrocosmic,0.325,0.375
macrocosmically,0.477,0.481
macrocosms,1.0,0.79
macrocyclic,1.0,0.79
